../../rawdata_updated/all/p000001.psv	../../rawdata_updated/all_processed/p000001.psv.gs
../../rawdata_updated/all/p000002.psv	../../rawdata_updated/all_processed/p000002.psv.gs
../../rawdata_updated/all/p000003.psv	../../rawdata_updated/all_processed/p000003.psv.gs
../../rawdata_updated/all/p000004.psv	../../rawdata_updated/all_processed/p000004.psv.gs
../../rawdata_updated/all/p000005.psv	../../rawdata_updated/all_processed/p000005.psv.gs
../../rawdata_updated/all/p000006.psv	../../rawdata_updated/all_processed/p000006.psv.gs
../../rawdata_updated/all/p000007.psv	../../rawdata_updated/all_processed/p000007.psv.gs
../../rawdata_updated/all/p000008.psv	../../rawdata_updated/all_processed/p000008.psv.gs
../../rawdata_updated/all/p000009.psv	../../rawdata_updated/all_processed/p000009.psv.gs
../../rawdata_updated/all/p000010.psv	../../rawdata_updated/all_processed/p000010.psv.gs
../../rawdata_updated/all/p000011.psv	../../rawdata_updated/all_processed/p000011.psv.gs
../../rawdata_updated/all/p000012.psv	../../rawdata_updated/all_processed/p000012.psv.gs
../../rawdata_updated/all/p000013.psv	../../rawdata_updated/all_processed/p000013.psv.gs
../../rawdata_updated/all/p000014.psv	../../rawdata_updated/all_processed/p000014.psv.gs
../../rawdata_updated/all/p000015.psv	../../rawdata_updated/all_processed/p000015.psv.gs
../../rawdata_updated/all/p000016.psv	../../rawdata_updated/all_processed/p000016.psv.gs
../../rawdata_updated/all/p000017.psv	../../rawdata_updated/all_processed/p000017.psv.gs
../../rawdata_updated/all/p000018.psv	../../rawdata_updated/all_processed/p000018.psv.gs
../../rawdata_updated/all/p000019.psv	../../rawdata_updated/all_processed/p000019.psv.gs
../../rawdata_updated/all/p000020.psv	../../rawdata_updated/all_processed/p000020.psv.gs
../../rawdata_updated/all/p000021.psv	../../rawdata_updated/all_processed/p000021.psv.gs
../../rawdata_updated/all/p000022.psv	../../rawdata_updated/all_processed/p000022.psv.gs
../../rawdata_updated/all/p000023.psv	../../rawdata_updated/all_processed/p000023.psv.gs
../../rawdata_updated/all/p000024.psv	../../rawdata_updated/all_processed/p000024.psv.gs
../../rawdata_updated/all/p000025.psv	../../rawdata_updated/all_processed/p000025.psv.gs
../../rawdata_updated/all/p000026.psv	../../rawdata_updated/all_processed/p000026.psv.gs
../../rawdata_updated/all/p000027.psv	../../rawdata_updated/all_processed/p000027.psv.gs
../../rawdata_updated/all/p000028.psv	../../rawdata_updated/all_processed/p000028.psv.gs
../../rawdata_updated/all/p000029.psv	../../rawdata_updated/all_processed/p000029.psv.gs
../../rawdata_updated/all/p000030.psv	../../rawdata_updated/all_processed/p000030.psv.gs
../../rawdata_updated/all/p000031.psv	../../rawdata_updated/all_processed/p000031.psv.gs
../../rawdata_updated/all/p000032.psv	../../rawdata_updated/all_processed/p000032.psv.gs
../../rawdata_updated/all/p000033.psv	../../rawdata_updated/all_processed/p000033.psv.gs
../../rawdata_updated/all/p000034.psv	../../rawdata_updated/all_processed/p000034.psv.gs
../../rawdata_updated/all/p000035.psv	../../rawdata_updated/all_processed/p000035.psv.gs
../../rawdata_updated/all/p000036.psv	../../rawdata_updated/all_processed/p000036.psv.gs
../../rawdata_updated/all/p000037.psv	../../rawdata_updated/all_processed/p000037.psv.gs
../../rawdata_updated/all/p000038.psv	../../rawdata_updated/all_processed/p000038.psv.gs
../../rawdata_updated/all/p000039.psv	../../rawdata_updated/all_processed/p000039.psv.gs
../../rawdata_updated/all/p000040.psv	../../rawdata_updated/all_processed/p000040.psv.gs
../../rawdata_updated/all/p000041.psv	../../rawdata_updated/all_processed/p000041.psv.gs
../../rawdata_updated/all/p000042.psv	../../rawdata_updated/all_processed/p000042.psv.gs
../../rawdata_updated/all/p000043.psv	../../rawdata_updated/all_processed/p000043.psv.gs
../../rawdata_updated/all/p000044.psv	../../rawdata_updated/all_processed/p000044.psv.gs
../../rawdata_updated/all/p000045.psv	../../rawdata_updated/all_processed/p000045.psv.gs
../../rawdata_updated/all/p000046.psv	../../rawdata_updated/all_processed/p000046.psv.gs
../../rawdata_updated/all/p000047.psv	../../rawdata_updated/all_processed/p000047.psv.gs
../../rawdata_updated/all/p000048.psv	../../rawdata_updated/all_processed/p000048.psv.gs
../../rawdata_updated/all/p000049.psv	../../rawdata_updated/all_processed/p000049.psv.gs
../../rawdata_updated/all/p000050.psv	../../rawdata_updated/all_processed/p000050.psv.gs
../../rawdata_updated/all/p000051.psv	../../rawdata_updated/all_processed/p000051.psv.gs
